id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2024-10-31,297.96,0.5
REG07,  BAT002  ,2024-10-31,3547.68,0.56
REG03,BAT003,2024-10-31,,0.58
REG01,BAT004,2024-10-31,1870.31,0.58
REG06,BAT005,2024-10-31,,0.76
REG07,BAT006,2024-10-31,1122.32,0.78
REG02,BAT007,2024-10-31,870.72,0.67
REG04,BAT008,2024-10-31,266.52,0.74
REG02,BAT009,2024-10-31,3033.66,0.5
REG08,BAT010,2024-10-31,2872.57,0.73
REG07,BAT011,2024-10-31,1317.68,0.48
REG03,BAT012,2024-10-31,1314.78,0.47
REG05,BAT013,2024-10-31,3746.18,0.56
REG05,  BAT014  ,2024-10-31,4486.89,0.53
REG02,BAT015,2024-10-31,2659.54,0.5
REG01,BAT016,2024-10-31,4545.9,0.68
REG02,BAT017,2024-10-31,4228.96,0.46
REG03,BAT018,2024-10-31,3714.88,0.72
REG06,BAT019,2024-10-31,576.55,0.76
REG04,BAT020,2024-10-31,-2786.88,0.53
REG02,BAT021,2024-10-31,1039.05,0.79
REG04,BAT022,2024-10-31,333.62,0.75
REG01,BAT023,2024-10-31,497.75,0.58
REG04,BAT024,2024-10-31,1394.51,0.71
REG02,BAT025,2024-10-31,115.31,0.55
REG08,BAT026,2024-10-31,268.04,0.79
REG08,BAT027,2024-10-31,2758.81,0.76
REG01,BAT028,2024-10-31,799.29,0.76
REG03,BAT029,2024-10-31,481.01,0.85
REG04,BAT030,2024-10-31,2711.1,0.72
REG06,BAT031,2024-10-31,2178.5,0.72
REG02,BAT032,2024-10-31,986.83,0.57
REG06,BAT033,2024-10-31,1695.71,0.57
REG02,BAT034,2024-10-31,3473.94,0.83
REG06,BAT035,2024-10-31,3016.71,0.78
REG07,BAT036,2024-10-31,1027.04,1.72
REG07,BAT037,2024-10-31,3682.75,0.82
REG03,BAT038,2024-10-31,1685.66,0.51
REG04,BAT039,2024-10-31,2601.9,0.65
REG04,BAT040,2024-10-31,2076.48,0.63
REG07,  BAT041  ,2024-10-31,,0.69
REG04,BAT042,2024-10-31,1115.87,0.63
REG07,BAT043,2024-10-31,6906.7,0.72
REG06,BAT044,2024-10-31,1643.82,0.52
REG06,BAT045,2024-10-31,3130.17,0.67
REG01,BAT046,2024-10-31,2267.25,0.58
REG06,BAT047,2024-10-31,4177.55,0.5
REG06,BAT048,2024-10-31,463.16,0.62
REG05,BAT049,2024-10-31,1193.88,0.59
REG06,BAT050,2024-10-31,1768.21,0.66
