id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2025-01-31,333.55,0.72
REG07,BAT002,2025-01-31,4597.05,0.52
REG03,  BAT003  ,2025-01-31,316.33,0.67
REG01,BAT004,2025-01-31,3937.46,0.83
REG06,BAT005,2025-01-31,6210.7,0.54
REG07,BAT006,2025-01-31,2222.7,0.71
REG02,BAT007,2025-01-31,1598.33,0.66
REG04,  BAT008  ,2025-01-31,279.09,0.65
REG02,BAT009,2025-01-31,5113.48,0.73
REG08,BAT010,2025-01-31,5209.65,0.7
REG07,BAT011,2025-01-31,2349.25,0.59
REG03,BAT012,2025-01-31,2598.0,0.48
REG05,BAT013,2025-01-31,9566.85,0.59
REG05,BAT014,2025-01-31,6259.8,0.72
REG02,BAT015,2025-01-31,4105.52,0.5
REG01,BAT016,2025-01-31,6833.07,0.67
REG02,BAT017,2025-01-31,3854.93,0.46
REG03,BAT018,2025-01-31,4547.79,0.79
REG06,BAT019,2025-01-31,925.77,0.76
REG04,BAT020,2025-01-31,2753.43,0.5
REG02,  BAT021  ,2025-01-31,1271.2,0.84
REG04,BAT022,31/01/2025,532.86,0.8
REG01,BAT023,2025-01-31,1157.05,0.75
REG04,BAT024,2025-01-31,1520.97,0.78
REG02,BAT025,2025-01-31,180.39,0.6
REG08,BAT026,2025-01-31,396.97,0.8
REG08,BAT027,2025-01-31,4187.68,0.59
REG01,BAT028,2025-01-31,919.51,0.78
REG03,BAT029,2025-01-31,870.64,0.74
REG04,BAT030,2025-01-31,4435.38,0.74
REG06,BAT031,2025-01-31,2816.58,1.51
REG02,BAT032,2025-01-31,1857.0,0.77
REG06,BAT033,2025-01-31,2757.25,0.51
REG02,BAT034,2025-01-31,3425.09,0.72
REG06,BAT035,2025-01-31,4861.65,0.8
REG07,BAT036,2025-01-31,2083.48,0.55
REG07,BAT037,2025-01-31,6691.12,0.84
REG03,BAT038,2025-01-31,2874.24,0.74
REG04,BAT039,2025-01-31,4401.22,0.49
REG04,BAT040,2025-01-31,3488.63,0.8
REG07,BAT041,2025-01-31,1096.51,0.53
REG04,BAT042,2025-01-31,1498.98,0.59
REG07,BAT043,2025-01-31,9127.33,0.64
REG06,BAT044,2025-01-31,2217.97,0.5
REG06,BAT045,2025-01-31,4152.43,0.85
REG01,BAT046,2025-01-31,4637.69,0.48
REG06,BAT047,2025-01-31,6172.14,0.71
REG06,BAT048,2025-01-31,1010.19,0.67
REG05,BAT049,2025-01-31,1431.54,0.58
REG06,BAT050,2025-01-31,2177.64,0.67
