id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2024-02-29,313.61,0.85
REG05,BAT002,2024-02-29,4793.94,0.57
REG06,BAT003,2024-02-29,10280.88,0.7
REG07,BAT004,2024-02-29,5663.94,0.75
REG01,BAT005,2024-02-29,646.04,0.77
REG06,BAT006,2024-02-29,1136.06,0.79
REG04,BAT007,2024-02-29,4014.0,0.54
REG01,BAT008,2024-02-29,10962.16,0.6
REG08,BAT009,2024-02-29,8054.8,0.76
REG07,BAT010,29/02/2024,2158.9,0.73
REG03,BAT011,2024-02-29,1525.67,0.61
REG01,BAT012,2024-02-29,5261.37,0.74
REG03,BAT013,2024-02-29,3184.72,0.54
REG05,BAT014,2024-02-29,2165.71,0.68
REG06,BAT015,2024-02-29,1203.21,0.7
REG03,BAT016,2024-02-29,743.73,0.46
REG04,BAT017,2024-02-29,3585.57,0.69
REG04,BAT018,2024-02-29,1177.01,0.58
REG01,BAT019,2024-02-29,2190.32,0.66
REG03,BAT020,2024-02-29,2011.75,0.75
REG07,BAT021,2024-02-29,2099.07,0.56
REG02,BAT022,2024-02-29,976.73,0.6
REG02,BAT023,2024-02-29,330.55,0.83
REG08,BAT024,2024-02-29,460.8,0.49
REG08,BAT025,2024-02-29,5103.67,0.6
REG01,BAT026,2024-02-29,1259.92,0.46
REG03,BAT027,2024-02-29,736.69,0.57
REG04,BAT028,2024-02-29,4334.41,0.6
REG06,BAT029,2024-02-29,3358.05,0.74
REG02,BAT030,2024-02-29,1606.38,0.5
REG03,BAT031,2024-02-29,1850.23,0.62
REG02,BAT032,2024-02-29,3985.66,0.64
REG06,BAT033,2024-02-29,4030.71,0.81
REG05,BAT034,2024-02-29,742.54,0.57
REG02,BAT035,2024-02-29,763.06,0.59
REG07,BAT036,2024-02-29,4008.55,1.74
REG02,  BAT037  ,2024-02-29,2912.7,0.56
REG03,BAT038,2024-02-29,1799.38,0.62
REG02,BAT039,2024-02-29,,0.62
REG04,BAT040,2024-02-29,8772.86,0.47
REG06,BAT041,2024-02-29,1848.7,1.82
REG06,BAT042,2024-02-29,3745.3,0.56
REG01,BAT043,2024-02-29,4255.76,0.81
REG06,BAT044,2024-02-29,7002.94,0.68
REG06,BAT045,2024-02-29,902.15,0.84
REG07,BAT046,29/02/2024,2640.31,0.7
REG04,BAT047,29/02/2024,5644.3,0.69
REG06,BAT048,2024-02-29,5391.29,0.56
REG04,BAT049,2024-02-29,3045.78,0.82
REG03,BAT050,2024-02-29,3950.95,0.72
