id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2025-01-31,315.93,1.51
REG05,BAT002,2025-01-31,5084.66,0.77
REG06,BAT003,2025-01-31,9885.17,0.51
REG07,BAT004,2025-01-31,5181.97,0.72
REG01,BAT005,2025-01-31,571.68,0.8
REG06,BAT006,2025-01-31,1266.54,0.55
REG04,BAT007,2025-01-31,6151.17,0.84
REG01,BAT008,2025-01-31,9837.47,0.74
REG08,BAT009,2025-01-31,6423.3,0.49
REG07,BAT010,2025-01-31,2072.11,0.8
REG03,BAT011,2025-01-31,2019.16,0.53
REG01,BAT012,2025-01-31,4539.27,0.59
REG03,BAT013,2025-01-31,3358.71,0.64
REG05,BAT014,2025-01-31,2362.01,0.5
REG06,BAT015,2025-01-31,1122.38,0.85
REG03,BAT016,2025-01-31,880.6,0.48
REG04,BAT017,2025-01-31,2489.03,0.71
REG04,BAT018,2025-01-31,1476.29,0.67
REG01,BAT019,2025-01-31,2031.69,0.58
REG03,BAT020,2025-01-31,1619.18,0.67
REG07,BAT021,2025-01-31,3194.68,0.74
REG02,BAT022,2025-01-31,1200.48,0.66
REG02,BAT023,2025-01-31,490.2,0.72
REG08,BAT024,2025-01-31,442.51,0.69
REG08,BAT025,2025-01-31,4747.06,0.61
REG01,BAT026,2025-01-31,1126.89,0.79
REG03,BAT027,2025-01-31,712.14,0.46
REG04,BAT028,2025-01-31,4258.38,0.72
REG06,BAT029,31/01/2025,3722.24,0.65
REG02,BAT030,2025-01-31,1875.84,0.84
REG03,  BAT031  ,2025-01-31,1889.33,0.64
REG02,BAT032,2025-01-31,4573.81,0.71
REG06,BAT033,2025-01-31,5502.62,0.71
REG05,BAT034,2025-01-31,917.58,0.85
REG02,BAT035,2025-01-31,507.44,0.54
REG07,BAT036,2025-01-31,3059.96,0.59
REG02,BAT037,2025-01-31,2513.75,0.58
REG03,  BAT038  ,2025-01-31,2926.05,0.58
REG02,BAT039,2025-01-31,993.73,0.61
REG04,BAT040,2025-01-31,9157.59,0.61
REG06,BAT041,2025-01-31,2811.81,0.8
REG06,BAT042,2025-01-31,2786.44,0.58
REG01,BAT043,2025-01-31,4515.08,0.62
REG06,BAT044,2025-01-31,6962.7,0.65
REG06,BAT045,2025-01-31,986.99,0.53
REG07,BAT046,2025-01-31,2258.6,0.72
REG04,BAT047,31/01/2025,,0.75
REG06,  BAT048  ,2025-01-31,4365.15,0.49
REG04,BAT049,2025-01-31,2863.9,1.58
REG03,BAT050,2025-01-31,3743.19,0.61
