id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2024-08-31,220.96,0.58
REG05,BAT002,2024-08-31,3894.39,0.58
REG06,BAT003,2024-08-31,7001.05,0.72
REG07,BAT004,2024-08-31,3693.47,0.5
REG01,BAT005,2024-08-31,556.31,0.73
REG06,BAT006,2024-08-31,681.27,0.49
REG04,BAT007,2024-08-31,4747.07,0.53
REG01,BAT008,2024-08-31,6421.44,0.69
REG08,BAT009,2024-08-31,3710.12,0.76
REG07,BAT010,2024-08-31,1523.74,0.55
REG03,BAT011,2024-08-31,1037.24,0.69
REG01,BAT012,2024-08-31,3355.32,0.55
REG03,BAT013,2024-08-31,1900.75,0.83
REG05,BAT014,2024-08-31,1766.06,0.57
REG06,BAT015,2024-08-31,758.75,0.46
REG03,BAT016,31/08/2024,485.92,0.63
REG04,BAT017,2024-08-31,1847.17,0.83
REG04,BAT018,2024-08-31,790.3,0.62
REG01,BAT019,2024-08-31,1107.94,0.75
REG03,BAT020,2024-08-31,1559.72,0.48
REG07,BAT021,2024-08-31,1263.54,0.49
REG02,BAT022,2024-08-31,727.77,0.76
REG02,BAT023,2024-08-31,255.39,0.52
REG08,BAT024,2024-08-31,289.94,0.71
REG08,BAT025,2024-08-31,4092.99,0.74
REG01,BAT026,2024-08-31,699.3,0.62
REG03,BAT027,2024-08-31,502.35,0.68
REG04,BAT028,2024-08-31,2796.21,0.73
REG06,BAT029,2024-08-31,2250.08,0.76
REG02,BAT030,2024-08-31,1119.51,0.76
REG03,BAT031,2024-08-31,1673.71,0.46
REG02,BAT032,2024-08-31,2305.34,0.74
REG06,BAT033,2024-08-31,3235.1,0.68
REG05,BAT034,2024-08-31,445.01,0.57
REG02,BAT035,2024-08-31,421.0,0.62
REG07,BAT036,2024-08-31,-1815.37,0.72
REG02,BAT037,2024-08-31,2059.05,0.62
REG03,BAT038,2024-08-31,1908.91,0.83
REG02,BAT039,2024-08-31,971.46,0.73
REG04,  BAT040  ,2024-08-31,6102.93,0.54
REG06,BAT041,2024-08-31,1560.78,0.73
REG06,BAT042,2024-08-31,2325.85,1.92
REG01,BAT043,2024-08-31,2554.32,0.76
REG06,BAT044,2024-08-31,4978.33,0.67
REG06,BAT045,2024-08-31,770.41,1.79
REG07,BAT046,2024-08-31,1696.29,0.67
REG04,BAT047,2024-08-31,3740.69,0.65
REG06,BAT048,2024-08-31,3453.28,0.65
REG04,BAT049,2024-08-31,1783.84,0.7
REG03,BAT050,2024-08-31,1565.95,0.74
