id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2024-12-31,363.04,0.59
REG05,BAT002,2024-12-31,3867.86,0.66
REG06,BAT003,2024-12-31,12019.23,0.48
REG07,BAT004,2024-12-31,6212.49,0.79
REG01,BAT005,2024-12-31,640.04,0.6
REG06,BAT006,2024-12-31,948.85,0.79
REG04,BAT007,2024-12-31,6656.09,0.54
REG01,BAT008,2024-12-31,10914.96,0.46
REG08,BAT009,2024-12-31,5088.71,0.67
REG07,BAT010,2024-12-31,1685.12,0.5
REG03,BAT011,2024-12-31,2193.23,0.7
REG01,BAT012,2024-12-31,7477.38,0.62
REG03,BAT013,2024-12-31,2124.85,0.68
REG05,  BAT014  ,2024-12-31,2005.31,0.8
REG06,BAT015,2024-12-31,816.92,0.73
REG03,BAT016,2024-12-31,956.85,0.84
REG04,  BAT017  ,2024-12-31,3516.21,0.69
REG04,BAT018,2024-12-31,1718.19,0.62
REG01,BAT019,2024-12-31,1871.07,0.66
REG03,BAT020,2024-12-31,2578.59,0.48
REG07,BAT021,2024-12-31,2504.34,0.72
REG02,BAT022,2024-12-31,888.43,0.52
REG02,  BAT023  ,2024-12-31,329.16,0.67
REG08,BAT024,2024-12-31,510.95,0.83
REG08,BAT025,2024-12-31,4086.06,0.54
REG01,BAT026,2024-12-31,1308.22,0.71
REG03,BAT027,2024-12-31,945.58,0.66
REG04,  BAT028  ,2024-12-31,4201.27,0.65
REG06,BAT029,2024-12-31,3697.07,0.73
REG02,BAT030,2024-12-31,1459.58,0.7
REG03,BAT031,2024-12-31,2790.38,0.59
REG02,BAT032,2024-12-31,3999.07,0.48
REG06,BAT033,2024-12-31,6839.29,0.59
REG05,BAT034,2024-12-31,720.98,0.72
REG02,BAT035,2024-12-31,702.63,0.5
REG07,BAT036,2024-12-31,2287.12,0.67
REG02,BAT037,2024-12-31,1678.56,0.46
REG03,BAT038,2024-12-31,2031.55,0.79
REG02,BAT039,2024-12-31,1123.02,0.76
REG04,BAT040,2024-12-31,6693.04,0.5
REG06,  BAT041  ,2024-12-31,1960.02,0.84
REG06,BAT042,31/12/2024,3098.04,0.8
REG01,BAT043,2024-12-31,5684.8,0.75
REG06,BAT044,2024-12-31,6596.59,0.78
REG06,BAT045,2024-12-31,1105.5,0.6
REG07,BAT046,2024-12-31,2346.82,0.8
REG04,BAT047,2024-12-31,4221.14,0.59
REG06,BAT048,2024-12-31,3113.93,0.78
REG04,BAT049,2024-12-31,3226.74,0.74
REG03,BAT050,2024-12-31,2916.22,0.74
