id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT001,2024-06-30,211.75,0.66
REG05,BAT002,2024-06-30,3374.07,0.63
REG06,BAT003,2024-06-30,4505.57,0.85
REG07,BAT004,2024-06-30,3888.59,0.76
REG01,BAT005,2024-06-30,500.36,0.51
REG06,BAT006,2024-06-30,679.21,0.47
REG04,BAT007,2024-06-30,3175.82,0.82
REG01,BAT008,2024-06-30,5855.43,0.63
REG08,BAT009,2024-06-30,-5009.29,0.56
REG07,BAT010,2024-06-30,918.83,0.84
REG03,BAT011,2024-06-30,1476.09,1.69
REG01,BAT012,2024-06-30,2591.06,0.61
REG03,BAT013,2024-06-30,1523.24,0.53
REG05,BAT014,2024-06-30,1586.55,0.58
REG06,BAT015,2024-06-30,637.16,0.79
REG03,BAT016,2024-06-30,563.27,0.54
REG04,BAT017,2024-06-30,1369.91,0.63
REG04,BAT018,2024-06-30,1003.13,0.72
REG01,BAT019,2024-06-30,1126.26,0.7
REG03,  BAT020  ,2024-06-30,1082.95,0.82
REG07,BAT021,2024-06-30,1603.97,0.59
REG02,BAT022,2024-06-30,606.2,0.79
REG02,BAT023,2024-06-30,335.18,0.51
REG08,BAT024,2024-06-30,263.8,0.79
REG08,BAT025,2024-06-30,2882.48,0.61
REG01,BAT026,2024-06-30,845.85,0.53
REG03,  BAT027  ,2024-06-30,522.31,0.48
REG04,BAT028,2024-06-30,3365.47,0.81
REG06,BAT029,2024-06-30,1937.76,0.5
REG02,BAT030,2024-06-30,889.73,0.85
REG03,BAT031,2024-06-30,1280.99,0.81
REG02,BAT032,30/06/2024,2007.72,0.82
REG06,BAT033,2024-06-30,2985.58,0.68
REG05,  BAT034  ,2024-06-30,577.08,0.5
REG02,BAT035,2024-06-30,439.1,0.49
REG07,BAT036,2024-06-30,2176.57,0.74
REG02,BAT037,2024-06-30,1374.16,0.59
REG03,BAT038,2024-06-30,1878.28,0.53
REG02,BAT039,2024-06-30,799.18,0.76
REG04,BAT040,2024-06-30,5953.99,0.59
REG06,BAT041,30/06/2024,1660.37,0.78
REG06,BAT042,2024-06-30,2178.71,0.65
REG01,BAT043,2024-06-30,3866.07,0.57
REG06,BAT044,2024-06-30,4366.98,0.63
REG06,BAT045,2024-06-30,550.3,0.58
REG07,BAT046,2024-06-30,1364.32,0.51
REG04,BAT047,2024-06-30,2495.32,0.76
REG06,BAT048,2024-06-30,1916.32,0.73
REG04,BAT049,2024-06-30,2357.19,0.61
REG03,BAT050,2024-06-30,2525.46,0.77
